dataset,horizon,model,seed,mse,mae,run_id,name,model_type
ETTh1,96,Adaptive PhaseGate,2024,0.37486,0.391866,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2024,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2025,0.374222,0.391275,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2025,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2026,0.375217,0.391527,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2026,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2027,0.374057,0.390299,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2027,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2028,0.373493,0.390549,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2028,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2029,0.371259,0.39036,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2029,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2030,0.373355,0.390522,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2030,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2031,0.375154,0.391886,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2031,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2032,0.377478,0.392197,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2032,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2033,0.375017,0.390531,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2033,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2034,0.371448,0.389935,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2034,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2035,0.372888,0.390364,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2035,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2036,0.372375,0.389455,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2036,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2037,0.374836,0.390838,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2037,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2038,0.376438,0.392694,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2038,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,Adaptive PhaseGate,2039,0.374089,0.390555,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl96_seed2039,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,96,CrossBranchGate,2024,0.374106,0.390674,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2024,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2025,0.374304,0.390493,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2025,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2026,0.374194,0.390011,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2026,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2027,0.371568,0.389845,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2027,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2028,0.378813,0.3937,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2028,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2029,0.375551,0.391898,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2029,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2030,0.371084,0.388689,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2030,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2031,0.375687,0.39129,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2031,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2032,0.373521,0.391163,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2032,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2033,0.373396,0.390231,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2033,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2034,0.37562,0.392331,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2034,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2035,0.374054,0.389963,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2035,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2036,0.371211,0.388832,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2036,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2037,0.371353,0.38945,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2037,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2038,0.377123,0.392476,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2038,frwkv_crossbranchgate
ETTh1,96,CrossBranchGate,2039,0.371062,0.390264,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl96_seed2039,frwkv_crossbranchgate
ETTh1,96,CrossBranchPhaseGate,2024,0.37497,0.391846,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2024,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2025,0.373963,0.390268,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2025,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2026,0.37279,0.390024,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2026,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2027,0.375468,0.39186,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2027,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2028,0.371717,0.389575,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2028,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2029,0.370486,0.389673,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2029,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2030,0.373845,0.390023,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2030,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2031,0.3755,0.390867,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2031,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2032,0.371461,0.390009,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2032,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2033,0.373572,0.389964,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2033,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2034,0.375189,0.390858,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2034,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2035,0.375388,0.391375,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2035,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2036,0.375348,0.390513,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2036,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2037,0.375829,0.390995,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2037,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2038,0.374053,0.391333,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2038,frwkv_crossbranchphasegate
ETTh1,96,CrossBranchPhaseGate,2039,0.375478,0.392031,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl96_seed2039,frwkv_crossbranchphasegate
ETTh1,96,FRWKV,2024,0.373253,0.390753,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2024,frwkv
ETTh1,96,FRWKV,2025,0.37387,0.391305,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2025,frwkv
ETTh1,96,FRWKV,2026,0.372623,0.390184,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2026,frwkv
ETTh1,96,FRWKV,2027,0.374167,0.391016,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2027,frwkv
ETTh1,96,FRWKV,2028,0.371745,0.390242,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2028,frwkv
ETTh1,96,FRWKV,2029,0.371129,0.389506,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2029,frwkv
ETTh1,96,FRWKV,2030,0.372459,0.390079,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2030,frwkv
ETTh1,96,FRWKV,2031,0.378023,0.392367,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2031,frwkv
ETTh1,96,FRWKV,2032,0.374986,0.391312,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl96_seed2032,frwkv
ETTh1,96,FRWKV,2033,0.3741,0.390051,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl96_seed2033,frwkv
ETTh1,96,FRWKV,2034,0.373245,0.38917,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl96_seed2034,frwkv
ETTh1,96,FRWKV,2035,0.371663,0.388958,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2035,frwkv
ETTh1,96,FRWKV,2036,0.373718,0.389748,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2036,frwkv
ETTh1,96,FRWKV,2037,0.375597,0.390141,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl96_seed2037,frwkv
ETTh1,96,FRWKV,2038,0.371069,0.389089,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2038,frwkv
ETTh1,96,FRWKV,2039,0.371846,0.388883,parallel_run_20260503_130521,kbs_fullabl16_frwkv_etth1_pl96_seed2039,frwkv
ETTh1,96,FullContextDelta,2024,0.374163,0.391454,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2024,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2025,0.377355,0.392909,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2025,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2026,0.370953,0.389252,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2026,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2027,0.373916,0.39069,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2027,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2028,0.374918,0.391596,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2028,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2029,0.373446,0.390725,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2029,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2030,0.376284,0.391946,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2030,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2031,0.373558,0.390798,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2031,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2032,0.371795,0.389551,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2032,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2033,0.377663,0.391835,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2033,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2034,0.376061,0.392962,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2034,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2035,0.374256,0.389925,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2035,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2036,0.373253,0.38985,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2036,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2037,0.374502,0.390776,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2037,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2038,0.369488,0.388498,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2038,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,96,FullContextDelta,2039,0.375415,0.391003,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl96_seed2039,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,Adaptive PhaseGate,2024,0.428337,0.421439,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2024,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2025,0.428229,0.422198,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2025,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2026,0.428398,0.423172,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2026,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2027,0.426346,0.419974,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2027,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2028,0.432384,0.423041,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2028,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2029,0.424966,0.420349,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2029,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2030,0.429984,0.422887,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2030,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2031,0.427673,0.421417,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2031,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2032,0.425242,0.420528,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2032,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2033,0.435526,0.426839,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2033,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2034,0.425094,0.42024,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2034,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2035,0.432055,0.422763,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2035,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2036,0.427474,0.421204,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2036,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2037,0.42861,0.422181,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2037,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2038,0.431044,0.423026,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2038,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,Adaptive PhaseGate,2039,0.424628,0.421127,parallel_run_20260509_134027,kbs_adaptive16_etth1_pl192_seed2039,frwkv_crossbranchperiodicpositiongate_adaptive
ETTh1,192,CrossBranchGate,2024,0.425424,0.421236,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2024,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2025,0.440792,0.429385,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2025,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2026,0.427654,0.421122,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2026,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2027,0.427672,0.421238,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2027,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2028,0.42849,0.420855,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2028,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2029,0.42605,0.41974,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2029,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2030,0.427039,0.421305,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2030,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2031,0.427816,0.422492,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2031,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2032,0.429309,0.423094,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2032,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2033,0.427981,0.42208,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2033,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2034,0.432002,0.423222,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2034,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2035,0.427584,0.422285,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2035,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2036,0.427123,0.420683,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2036,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2037,0.428226,0.421966,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2037,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2038,0.428112,0.422305,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2038,frwkv_crossbranchgate
ETTh1,192,CrossBranchGate,2039,0.425282,0.420634,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_etth1_pl192_seed2039,frwkv_crossbranchgate
ETTh1,192,CrossBranchPhaseGate,2024,0.428892,0.422403,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2024,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2025,0.425774,0.421051,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2025,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2026,0.42961,0.421934,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2026,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2027,0.428412,0.420995,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2027,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2028,0.433038,0.423648,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2028,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2029,0.431989,0.423111,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2029,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2030,0.423996,0.419961,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2030,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2031,0.427921,0.421611,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2031,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2032,0.426828,0.420587,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2032,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2033,0.435797,0.427296,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2033,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2034,0.432626,0.422515,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2034,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2035,0.428223,0.422331,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2035,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2036,0.42815,0.421171,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2036,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2037,0.43014,0.422968,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2037,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2038,0.427554,0.421485,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2038,frwkv_crossbranchphasegate
ETTh1,192,CrossBranchPhaseGate,2039,0.426318,0.420737,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_etth1_pl192_seed2039,frwkv_crossbranchphasegate
ETTh1,192,FRWKV,2024,0.426482,0.421115,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2024,frwkv
ETTh1,192,FRWKV,2025,0.427302,0.421167,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2025,frwkv
ETTh1,192,FRWKV,2026,0.425071,0.420366,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2026,frwkv
ETTh1,192,FRWKV,2027,0.427112,0.420979,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2027,frwkv
ETTh1,192,FRWKV,2028,0.432686,0.421584,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2028,frwkv
ETTh1,192,FRWKV,2029,0.431498,0.424028,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2029,frwkv
ETTh1,192,FRWKV,2030,0.428526,0.42257,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2030,frwkv
ETTh1,192,FRWKV,2031,0.432835,0.423566,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2031,frwkv
ETTh1,192,FRWKV,2032,0.430044,0.422447,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2032,frwkv
ETTh1,192,FRWKV,2033,0.429602,0.422158,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2033,frwkv
ETTh1,192,FRWKV,2034,0.430956,0.422894,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2034,frwkv
ETTh1,192,FRWKV,2035,0.430473,0.422858,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2035,frwkv
ETTh1,192,FRWKV,2036,0.425653,0.419885,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2036,frwkv
ETTh1,192,FRWKV,2037,0.431458,0.423207,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2037,frwkv
ETTh1,192,FRWKV,2038,0.429276,0.422489,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2038,frwkv
ETTh1,192,FRWKV,2039,0.430877,0.422736,parallel_run_20260503_131828,kbs_fullabl16_frwkv_etth1_pl192_seed2039,frwkv
ETTh1,192,FullContextDelta,2024,0.428197,0.421512,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2024,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2025,0.430263,0.422286,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2025,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2026,0.427324,0.420944,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2026,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2027,0.429692,0.422517,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2027,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2028,0.431985,0.423689,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2028,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2029,0.430092,0.422814,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2029,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2030,0.42888,0.421898,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2030,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2031,0.43438,0.423036,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2031,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2032,0.428214,0.421784,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2032,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2033,0.426787,0.420456,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2033,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2034,0.425916,0.421567,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2034,frwkv_crossbranchphasegate_fullcontextdelta
ETTh1,192,FullContextDelta,2035,0.429574,0.422897,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_etth1_pl192_seed2035,frwkv_crossbranchphasegate_fullcontextdelta
