dataset,horizon,model,seed,mse,mae,run_id,name,model_type
ETTm2,96,CrossBranchGate,2033,0.17517,0.251995,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl96_seed2033,frwkv_crossbranchgate
ETTm2,96,CrossBranchGate,2034,0.172367,0.24986,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl96_seed2034,frwkv_crossbranchgate
ETTm2,96,CrossBranchGate,2035,0.170652,0.248331,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl96_seed2035,frwkv_crossbranchgate
ETTm2,96,CrossBranchGate,2036,0.172507,0.2497,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl96_seed2036,frwkv_crossbranchgate
ETTm2,96,CrossBranchGate,2037,0.17349,0.250322,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl96_seed2037,frwkv_crossbranchgate
ETTm2,96,CrossBranchGate,2038,0.17606,0.252947,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl96_seed2038,frwkv_crossbranchgate
ETTm2,96,CrossBranchGate,2039,0.171339,0.248925,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl96_seed2039,frwkv_crossbranchgate
ETTm2,96,CrossBranchPhaseGate,2024,0.171498,0.249311,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2024,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2025,0.176241,0.252712,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2025,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2026,0.175392,0.252028,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2026,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2027,0.172643,0.250051,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2027,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2028,0.170073,0.248964,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2028,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2029,0.173908,0.250655,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2029,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2030,0.17348,0.251033,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2030,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2031,0.173088,0.250507,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2031,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2032,0.172903,0.25092,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2032,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2033,0.172576,0.250122,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2033,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2034,0.1733,0.250397,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2034,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2035,0.169214,0.248667,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2035,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2036,0.170511,0.248925,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2036,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2037,0.170974,0.249131,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2037,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2038,0.171843,0.249911,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2038,frwkv_crossbranchphasegate
ETTm2,96,CrossBranchPhaseGate,2039,0.174604,0.250971,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl96_seed2039,frwkv_crossbranchphasegate
ETTm2,96,FRWKV,2024,0.170802,0.249263,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2024,frwkv
ETTm2,96,FRWKV,2025,0.170987,0.249173,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2025,frwkv
ETTm2,96,FRWKV,2026,0.17046,0.24811,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2026,frwkv
ETTm2,96,FRWKV,2027,0.173301,0.250722,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2027,frwkv
ETTm2,96,FRWKV,2028,0.172283,0.249835,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2028,frwkv
ETTm2,96,FRWKV,2029,0.174394,0.251331,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2029,frwkv
ETTm2,96,FRWKV,2030,0.1726,0.250053,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2030,frwkv
ETTm2,96,FRWKV,2031,0.174172,0.251141,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2031,frwkv
ETTm2,96,FRWKV,2032,0.171712,0.249647,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2032,frwkv
ETTm2,96,FRWKV,2033,0.171748,0.249528,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2033,frwkv
ETTm2,96,FRWKV,2034,0.169811,0.24853,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2034,frwkv
ETTm2,96,FRWKV,2035,0.173554,0.25066,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2035,frwkv
ETTm2,96,FRWKV,2036,0.172957,0.249954,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2036,frwkv
ETTm2,96,FRWKV,2037,0.172308,0.249813,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2037,frwkv
ETTm2,96,FRWKV,2038,0.172954,0.250437,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2038,frwkv
ETTm2,96,FRWKV,2039,0.172627,0.250227,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl96_seed2039,frwkv
ETTm2,96,FullContextDelta,2024,0.171041,0.248738,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2024,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2025,0.17435,0.251646,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2025,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2026,0.171257,0.249735,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2026,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2027,0.172127,0.249654,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2027,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2028,0.172069,0.249473,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2028,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2029,0.172465,0.25069,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2029,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2030,0.171649,0.249462,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2030,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2031,0.173207,0.250825,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2031,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2032,0.171944,0.250196,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2032,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2033,0.172719,0.249965,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2033,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2034,0.170698,0.249347,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2034,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2035,0.176338,0.252145,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2035,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2036,0.171946,0.249928,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2036,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2037,0.171469,0.249868,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2037,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2038,0.172935,0.249973,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2038,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,96,FullContextDelta,2039,0.17581,0.252716,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl96_seed2039,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,Adaptive PhaseGate,2024,0.23739,0.292897,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2024,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2025,0.234845,0.291143,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2025,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2026,0.239937,0.295047,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2026,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2027,0.235065,0.291773,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2027,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2028,0.238004,0.293949,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2028,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2029,0.236729,0.292458,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2029,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2030,0.235175,0.292174,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2030,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2031,0.238174,0.293304,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2031,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2032,0.236925,0.29279,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2032,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2033,0.237086,0.29303,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2033,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2034,0.235461,0.292044,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2034,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2035,0.238625,0.293892,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2035,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2036,0.23957,0.294592,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2036,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2037,0.237813,0.293207,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2037,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2038,0.237813,0.293591,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2038,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,Adaptive PhaseGate,2039,0.236354,0.293634,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl192_seed2039,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,192,CrossBranchGate,2024,0.237488,0.293194,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2024,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2025,0.239331,0.294992,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2025,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2026,0.237049,0.292816,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2026,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2027,0.242421,0.296407,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2027,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2028,0.234504,0.291617,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2028,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2029,0.237133,0.292788,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2029,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2030,0.237273,0.293348,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2030,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2031,0.236796,0.293295,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2031,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2032,0.244244,0.297964,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2032,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2033,0.237307,0.293286,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2033,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2034,0.236036,0.29235,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2034,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2035,0.241141,0.295666,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2035,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2036,0.239543,0.294287,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2036,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2037,0.236768,0.292962,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2037,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2038,0.242051,0.296298,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2038,frwkv_crossbranchgate
ETTm2,192,CrossBranchGate,2039,0.237532,0.293322,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl192_seed2039,frwkv_crossbranchgate
ETTm2,192,CrossBranchPhaseGate,2024,0.237145,0.293367,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2024,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2025,0.238778,0.295341,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2025,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2026,0.234994,0.291265,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2026,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2027,0.235932,0.291987,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2027,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2028,0.234922,0.291695,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2028,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2029,0.240865,0.295764,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2029,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2030,0.235492,0.292527,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2030,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2031,0.237738,0.293488,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2031,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2032,0.237583,0.293461,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2032,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2033,0.236152,0.292277,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2033,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2034,0.240282,0.295384,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2034,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2035,0.238598,0.294447,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2035,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2036,0.234149,0.291112,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2036,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2037,0.234782,0.291461,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2037,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2038,0.237823,0.293661,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2038,frwkv_crossbranchphasegate
ETTm2,192,CrossBranchPhaseGate,2039,0.241636,0.296156,parallel_run_20260503_131828,kbs_fullabl16_crossbranchphasegate_ettm2_pl192_seed2039,frwkv_crossbranchphasegate
ETTm2,192,FRWKV,2024,0.236628,0.292671,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2024,frwkv
ETTm2,192,FRWKV,2025,0.236945,0.29318,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2025,frwkv
ETTm2,192,FRWKV,2026,0.23536,0.291781,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2026,frwkv
ETTm2,192,FRWKV,2027,0.237491,0.29334,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2027,frwkv
ETTm2,192,FRWKV,2028,0.235952,0.292608,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2028,frwkv
ETTm2,192,FRWKV,2029,0.236145,0.292964,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2029,frwkv
ETTm2,192,FRWKV,2030,0.23709,0.292856,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2030,frwkv
ETTm2,192,FRWKV,2031,0.23833,0.294369,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2031,frwkv
ETTm2,192,FRWKV,2032,0.234651,0.291304,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2032,frwkv
ETTm2,192,FRWKV,2033,0.236711,0.293514,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2033,frwkv
ETTm2,192,FRWKV,2034,0.24113,0.296159,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2034,frwkv
ETTm2,192,FRWKV,2035,0.238301,0.29375,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2035,frwkv
ETTm2,192,FRWKV,2036,0.236414,0.29232,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2036,frwkv
ETTm2,192,FRWKV,2037,0.236953,0.292941,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2037,frwkv
ETTm2,192,FRWKV,2038,0.23588,0.292757,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2038,frwkv
ETTm2,192,FRWKV,2039,0.237134,0.293338,parallel_run_20260503_131828,kbs_fullabl16_frwkv_ettm2_pl192_seed2039,frwkv
ETTm2,192,FullContextDelta,2024,0.23822,0.293858,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2024,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2025,0.235123,0.291707,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2025,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2026,0.237423,0.293387,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2026,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2027,0.237563,0.292885,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2027,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2028,0.240379,0.295664,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2028,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2029,0.241681,0.296312,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2029,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2030,0.237018,0.293053,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2030,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2031,0.239958,0.29498,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2031,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2032,0.238348,0.293363,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2032,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2033,0.240682,0.29575,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2033,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2034,0.236607,0.292265,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2034,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2035,0.239355,0.294323,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2035,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2036,0.236609,0.293081,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2036,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2037,0.238602,0.294159,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2037,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2038,0.236977,0.293557,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2038,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,192,FullContextDelta,2039,0.238775,0.29425,parallel_run_20260508_212616,kbs_fullctxdelta16_fullctxdelta_ettm2_pl192_seed2039,frwkv_crossbranchphasegate_fullcontextdelta
ETTm2,336,Adaptive PhaseGate,2024,0.299496,0.333962,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2024,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2025,0.293164,0.329657,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2025,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2026,0.296421,0.332483,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2026,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2027,0.299422,0.334726,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2027,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2028,0.298965,0.334485,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2028,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2029,0.294458,0.330621,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2029,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2030,0.293853,0.330767,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2030,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2031,0.298044,0.332717,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2031,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2032,0.299768,0.333991,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2032,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2033,0.294676,0.331411,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2033,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2034,0.295908,0.332203,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2034,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2035,0.297792,0.332662,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2035,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2036,0.295116,0.330439,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2036,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2037,0.292179,0.329675,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2037,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2038,0.294371,0.330687,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2038,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,Adaptive PhaseGate,2039,0.296926,0.332259,parallel_run_20260509_134027,kbs_adaptive16_ettm2_pl336_seed2039,frwkv_crossbranchperiodicpositiongate_adaptive
ETTm2,336,CrossBranchGate,2024,0.292883,0.330117,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl336_seed2024,frwkv_crossbranchgate
ETTm2,336,CrossBranchGate,2025,0.299224,0.333771,parallel_run_20260503_131828,kbs_fullabl16_crossbranchgate_ettm2_pl336_seed2025,frwkv_crossbranchgate
